userId,gender,age_group,recommendations
5530,Female,Teenager (0-20 years),[]
711,Male,Young (21-40 years),"[1230, 318, 1682, 1265, 1968, 356, 1704, 1197]"
4924,Female,Young (21-40 years),"[318, 1247, 1617, 912, 593, 2396, 3543]"
2154,Male,Young (21-40 years),"[356, 318, 1197, 1270, 1682, 1968, 593, 2761]"
1273,Male,Young (21-40 years),[]
2317,Female,Adult (41-60 years),"[356, 318, 1265, 1682, 1704, 1784, 3147]"
2095,Male,Adult (41-60 years),"[356, 318, 296, 1704, 1682, 3147, 2329, 2762, 1732]"
3128,Male,Teenager (0-20 years),[]
743,Female,Teenager (0-20 years),"[1230, 1197, 1394, 3911, 39, 1285, 2918, 223, 2502, 955]"
297,Male,Teenager (0-20 years),"[1270, 356, 318, 1682, 1968, 1246, 1265]"
3695,Male,Young (21-40 years),[]
1143,Male,Adult (41-60 years),"[296, 318, 1213, 1732, 1036, 1230, 593, 1193, 1198, 1197]"
409,Male,Teenager (0-20 years),[]
5286,Male,Adult (41-60 years),"[1230, 1265, 1307, 1197, 1732, 1394, 3552, 2918, 2791, 1641]"
3950,Male,Young (21-40 years),"[2502, 231, 1923, 1517, 1682, 2395, 2413, 1732, 1265]"
1621,Male,Young (21-40 years),"[318, 2959, 296, 2858, 593, 3147, 1487, 50]"
2054,Male,Young (21-40 years),[]
5594,Female,Adult (41-60 years),"[912, 1204, 527, 1193, 1207, 1104, 3578]"
5759,Female,Young (21-40 years),[]
866,Male,Teenager (0-20 years),"[1, 364, 586, 500, 1197, 1270]"
806,Male,Young (21-40 years),"[1230, 910, 2936, 951, 936, 829, 1282, 260, 1262, 1265]"
656,Female,Adult (41-60 years),"[318, 296, 1221, 1230, 356, 912, 1704, 1225]"
4818,Female,Young (21-40 years),"[1, 1198, 1270, 364, 480, 1197, 1097, 1210]"
2516,Female,Adult (41-60 years),"[1307, 1265, 3114, 1197, 500, 595, 1682, 364]"
5671,Male,Young (21-40 years),"[356, 318, 1265, 296, 1682, 1732, 1213, 1197]"
24,Female,Young (21-40 years),"[1270, 356, 1393, 1, 1682, 318, 1732]"
1422,Male,Young (21-40 years),[]
5655,Female,Young (21-40 years),"[356, 1682, 1704, 318, 215, 1393]"
5256,Male,Young (21-40 years),[]
2437,Male,Young (21-40 years),"[1213, 356, 296, 318, 2959, 593, 1682]"
4161,Male,Adult (41-60 years),[]
1631,Female,Adult (41-60 years),[]
2518,Male,Young (21-40 years),"[912, 1230, 318, 1307, 296, 858, 356, 1197, 1213]"
3586,Male,Young (21-40 years),"[912, 318, 296]"
2858,Female,Teenager (0-20 years),"[1197, 1, 2581, 2424, 1380, 1088, 2096, 597, 2081, 356]"
5386,Male,Young (21-40 years),"[318, 296]"
5635,Female,Young (21-40 years),"[364, 318, 296, 480, 2081, 858, 1270, 1097, 1035]"
4490,Male,Young (21-40 years),[]
4743,Male,Adult (41-60 years),"[527, 318, 296, 1221, 593, 1262, 1189, 1953, 1299, 2890]"
2967,Male,Young (21-40 years),[]
255,Male,Young (21-40 years),[]
2550,Male,Adult (41-60 years),"[912, 1221, 296, 318, 1035, 541, 1201, 1097, 1207, 919]"
1194,Female,Young (21-40 years),[]
222,Male,Young (21-40 years),"[1270, 1036, 1197, 296, 480, 541, 1240, 2716]"
1742,Male,Young (21-40 years),"[296, 318, 2959, 593, 50, 1487, 6]"
4249,Female,Teenager (0-20 years),"[318, 296, 2959, 593, 1487, 50, 2762, 1089, 480]"
4221,Male,Young (21-40 years),"[296, 593, 356, 318, 50, 1213, 1682, 2959]"
1162,Female,Young (21-40 years),"[912, 1221, 296, 318, 904, 1247, 1252, 1704, 593, 1230]"
1401,Female,Teenager (0-20 years),"[912, 1247, 1230, 1704, 1682, 356, 296, 318, 1265]"
4352,Male,Teenager (0-20 years),[]
882,Male,Teenager (0-20 years),"[1270, 589, 1580, 480, 1682, 1197, 1097, 2761, 1527]"
5673,Female,Young (21-40 years),"[1307, 1230, 539, 597, 1247, 920]"
4796,Male,Young (21-40 years),[]
566,Male,Young (21-40 years),[]
756,Male,Young (21-40 years),"[296, 1270, 1036, 318, 541, 2791, 1240, 1213, 1198, 1732]"
2500,Male,Adult (41-60 years),"[1036, 1610, 6, 110, 457, 2028, 2000, 3578]"
