userId,gender,age_group,recommendations
5530,Female,Teenager (0-20 years),[]
711,Male,Young (21-40 years),"[1230, 296, 318, 1704, 1732, 356, 1265]"
4924,Female,Young (21-40 years),"[858, 296, 318, 593, 912, 920, 2858, 1247, 1183]"
2154,Male,Young (21-40 years),"[356, 318, 1682, 1197, 1968, 1270]"
1273,Male,Young (21-40 years),[]
2317,Female,Adult (41-60 years),"[1230, 1307, 318, 1265, 1682, 1197, 356]"
2095,Male,Adult (41-60 years),"[356, 318, 296, 1704, 1682, 3147, 2329, 1732, 2762]"
3128,Male,Teenager (0-20 years),[]
743,Female,Teenager (0-20 years),"[1307, 1230, 2599, 1393, 3052, 2396, 955, 899, 1269, 215]"
297,Male,Teenager (0-20 years),"[1270, 356, 318, 1682, 1968, 1246, 1732]"
3695,Male,Young (21-40 years),[]
1143,Male,Adult (41-60 years),"[296, 318, 1213, 1230, 1036, 1193, 1732, 1240, 50]"
409,Male,Teenager (0-20 years),[]
5286,Male,Adult (41-60 years),"[1230, 1265, 1307, 1732, 2502, 2395, 3552, 1197, 2791, 1641]"
3950,Male,Young (21-40 years),"[2502, 231, 1923, 1517, 1682, 1230, 1265, 1732, 223, 2395]"
1621,Male,Young (21-40 years),"[318, 2959, 296, 593, 110, 2028, 3147, 2858]"
2054,Male,Young (21-40 years),[]
5594,Female,Adult (41-60 years),"[920, 1183, 527, 318, 912, 3147, 2739]"
5759,Female,Young (21-40 years),[]
866,Male,Teenager (0-20 years),"[1, 364, 586, 500, 595, 1197]"
806,Male,Young (21-40 years),"[3307, 1136, 1288, 1230, 1189, 2791, 1281, 246]"
656,Female,Adult (41-60 years),"[318, 1230, 1197, 1682, 356, 829, 1265, 912]"
4818,Female,Young (21-40 years),"[1197, 1, 1198, 1270, 364, 480, 318]"
2516,Female,Adult (41-60 years),"[1307, 539, 2424, 597, 500, 1265, 1197, 39, 2671, 364]"
5671,Male,Young (21-40 years),"[356, 318, 1265, 296, 1197, 1682, 1732]"
24,Female,Young (21-40 years),"[1197, 2918, 2716, 1193, 260, 318, 912, 919, 1307]"
1422,Male,Young (21-40 years),[]
5655,Female,Young (21-40 years),"[1721, 318, 356, 2671, 3147, 1393, 539, 110, 1784, 1183]"
5256,Male,Young (21-40 years),[]
2437,Male,Young (21-40 years),"[1213, 356, 296, 318, 2959, 858, 593, 2028]"
4161,Male,Adult (41-60 years),[]
1631,Female,Adult (41-60 years),[]
2518,Male,Young (21-40 years),[]
3586,Male,Young (21-40 years),"[912, 1307, 318, 296, 858, 1197]"
2858,Female,Teenager (0-20 years),"[39, 2572]"
5386,Male,Young (21-40 years),"[296, 1036, 1270, 1198, 318, 356]"
5635,Female,Young (21-40 years),"[364, 1035, 1097, 2081, 318, 1197, 1682, 2761, 1968, 531]"
4490,Male,Young (21-40 years),[]
4743,Male,Adult (41-60 years),"[912, 318, 296, 1221, 527, 593, 1213, 50, 3147]"
2967,Male,Young (21-40 years),[]
255,Male,Young (21-40 years),[]
2550,Male,Adult (41-60 years),"[912, 318, 296, 1221, 899, 1201, 541, 1198, 1207, 1097]"
1194,Female,Young (21-40 years),[]
222,Male,Young (21-40 years),"[1270, 1036, 1197, 296, 318, 1732, 593, 356]"
1742,Male,Young (21-40 years),"[2959, 296, 6, 318, 589, 1487, 1036]"
4249,Female,Teenager (0-20 years),"[318, 296, 2959, 593, 50, 2762, 1089, 1487, 904]"
4221,Male,Young (21-40 years),"[296, 50, 356, 318, 1213, 593, 1732, 1221, 912, 1198]"
1162,Female,Young (21-40 years),"[912, 318, 296, 1221, 1252, 1704, 1247, 1193, 527, 593]"
1401,Female,Teenager (0-20 years),"[318, 1682, 1247, 2997, 858, 1784, 1230]"
4352,Male,Teenager (0-20 years),[]
882,Male,Teenager (0-20 years),"[589, 1270, 1580, 480, 1682, 260, 2761, 1197, 318]"
5673,Female,Young (21-40 years),"[1307, 1230, 920, 539, 105, 17]"
4796,Male,Young (21-40 years),[]
566,Male,Young (21-40 years),[]
756,Male,Young (21-40 years),"[296, 1213, 1036, 1270, 318, 1198, 593, 356]"
2500,Male,Adult (41-60 years),"[1036, 1610, 110, 6, 2028, 457, 3578, 2000]"
3694,Male,Young (21-40 years),"[2791, 1682, 1704, 1732, 296, 318, 1265, 1197, 1080, 1246]"
1877,Female,Adult (41-60 years),"[318, 356, 296, 1682, 1704, 1732, 1265]"
80,Male,Adult (41-60 years),"[318, 1270, 356, 1704, 480, 1]"
2338,Male,Adult (41-60 years),"[1204, 1208, 541, 527, 260, 1198, 924, 912]"
5591,Male,Teenager (0-20 years),"[318, 356, 2959, 1704, 1682, 593, 1968, 1198]"
