userId,gender,age_group,recommendations
5530,Female,Teenager (0-20 years),[]
711,Male,Young (21-40 years),"[1230, 296, 541, 1136, 923, 1225, 904]"
4924,Female,Young (21-40 years),"[858, 296, 318, 593, 912, 920, 2858, 1247, 1183]"
2154,Male,Young (21-40 years),"[356, 318, 1682, 1197, 1704, 1265, 1270]"
1273,Male,Young (21-40 years),[]
2317,Female,Adult (41-60 years),"[1230, 1307, 318, 1265, 1682, 356, 1197, 1784]"
2095,Male,Adult (41-60 years),"[356, 318, 296, 1704, 1682, 3147, 2329, 1732, 2762]"
3128,Male,Teenager (0-20 years),[]
743,Female,Teenager (0-20 years),"[1307, 1230, 2599, 1393, 3052, 2396, 955, 899, 1269, 215]"
297,Male,Teenager (0-20 years),"[356, 318, 1270, 1682, 1968, 1246, 2918]"
3695,Male,Young (21-40 years),[]
1143,Male,Adult (41-60 years),"[296, 318, 1213, 1230, 1036, 1193, 1732, 1240, 50]"
409,Male,Teenager (0-20 years),[]
5286,Male,Adult (41-60 years),"[1230, 1265, 1307, 1732, 2502, 2395, 3552, 1197, 2791, 1136]"
3950,Male,Young (21-40 years),"[2502, 231, 1923, 1517, 1682, 1230, 1265, 1732, 2395, 223]"
1621,Male,Young (21-40 years),"[318, 2959, 296, 593, 110, 2028, 3147, 2858]"
2054,Male,Young (21-40 years),[]
5594,Female,Adult (41-60 years),"[920, 1183, 527, 318, 912, 3147, 2028]"
5759,Female,Young (21-40 years),[]
866,Male,Teenager (0-20 years),"[1, 364, 586, 500, 595, 1517, 2355]"
806,Male,Young (21-40 years),"[3307, 1136, 1288, 1230, 1189, 2791, 1281, 246]"
656,Female,Adult (41-60 years),"[318, 1230, 1197, 1682, 829, 3448, 356]"
4818,Female,Young (21-40 years),"[1197, 1, 1198, 1270, 364, 480, 318]"
2516,Female,Adult (41-60 years),"[1307, 1265, 595, 539, 1197, 3114, 2671]"
5671,Male,Young (21-40 years),"[356, 318, 1265, 296, 1682, 1732, 1197, 1968, 1270]"
24,Female,Young (21-40 years),"[1197, 2918, 2716, 1193, 260, 318, 912, 919, 1307]"
1422,Male,Young (21-40 years),[]
5655,Female,Young (21-40 years),"[1721, 318, 356, 2671, 3147, 1393, 539, 110, 1784, 1183]"
5256,Male,Young (21-40 years),[]
2437,Male,Young (21-40 years),"[1213, 356, 296, 318, 2959, 858, 593, 2028]"
4161,Male,Adult (41-60 years),[]
1631,Female,Adult (41-60 years),[]
2518,Male,Young (21-40 years),[]
3586,Male,Young (21-40 years),"[912, 1307, 318, 296, 858, 1197]"
2858,Female,Teenager (0-20 years),"[39, 2572]"
5386,Male,Young (21-40 years),"[296, 1036, 1270, 1198, 318, 356]"
5635,Female,Young (21-40 years),"[364, 1035, 1097, 2081, 318, 1197, 919, 1682, 2761, 3598]"
4490,Male,Young (21-40 years),[]
4743,Male,Adult (41-60 years),"[527, 318, 296, 1221, 1189, 1213, 1262, 50, 1682, 593]"
2967,Male,Young (21-40 years),[]
255,Male,Young (21-40 years),[]
2550,Male,Adult (41-60 years),"[912, 318, 296, 1221, 1201, 1228, 593, 1252, 541]"
1194,Female,Young (21-40 years),[]
222,Male,Young (21-40 years),"[1270, 1036, 1197, 296, 318, 1732, 593, 356]"
1742,Male,Young (21-40 years),"[2959, 296, 6, 1487, 1240, 1036, 541]"
4249,Female,Teenager (0-20 years),"[318, 296, 2959, 593, 50, 1089, 2762, 1487, 457]"
4221,Male,Young (21-40 years),"[296, 593, 356, 318, 1213, 1732, 50, 1682, 608]"
1162,Female,Young (21-40 years),"[912, 318, 296, 1221, 920, 593, 1247, 1252, 1104, 1704]"
1401,Female,Teenager (0-20 years),"[912, 318, 356, 296, 1682, 1704, 1230, 1197]"
4352,Male,Teenager (0-20 years),[]
882,Male,Teenager (0-20 years),"[589, 1270, 1580, 480, 1682, 260, 2761, 1197, 318]"
5673,Female,Young (21-40 years),"[1307, 1230, 920, 539, 105, 17]"
4796,Male,Young (21-40 years),[]
566,Male,Young (21-40 years),[]
756,Male,Young (21-40 years),"[296, 1270, 1036, 318, 480, 1213, 356, 2959]"
2500,Male,Adult (41-60 years),"[1036, 1610, 6, 2028, 457, 110, 2000, 3578]"
3694,Male,Young (21-40 years),"[2791, 1732, 296, 1213, 1682, 318, 1197, 1246, 1230, 1247]"
1877,Female,Adult (41-60 years),"[318, 356, 296, 1682, 1704, 1732, 1265]"
80,Male,Adult (41-60 years),"[318, 1270, 1197, 1213, 480, 593, 356]"
2338,Male,Adult (41-60 years),"[1204, 1208, 541, 527, 260, 1198, 924, 912]"
5591,Male,Teenager (0-20 years),"[318, 356, 1036, 1704, 1732, 1198, 1682, 858, 593]"
2804,Female,Young (21-40 years),"[1197, 260, 1097, 480, 356, 110, 587, 2140, 1198, 912]"
764,Male,Teenager (0-20 years),"[1, 356, 364, 1270, 1197, 318, 595, 1682, 1035, 1198]"
1600,Male,Young (21-40 years),[]
2289,Female,Adult (41-60 years),"[899, 920, 1, 1307, 1035, 364, 539, 1197, 1947, 318]"
5262,Female,Young (21-40 years),"[1307, 356, 1197, 1265, 318, 1270, 1682, 1968]"
5026,Male,Young (21-40 years),[]
1884,Male,Adult (41-60 years),[]
4733,Male,Teenager (0-20 years),"[1270, 1196, 1036, 480, 589, 1197, 541, 2716]"
2192,Female,Young (21-40 years),"[1198, 589, 480, 260, 1200, 1270, 1036, 1197, 1527]"
5624,Male,Young (21-40 years),"[296, 318, 1213, 2959, 593, 110, 50, 2858]"
2300,Male,Adult (41-60 years),"[1201, 1370, 3671, 589, 1378, 420, 380, 368, 2194]"
168,Female,Adult (41-60 years),"[296, 318, 593, 356, 1213, 1270, 1197, 480, 1732]"
3251,Male,Young (21-40 years),"[318, 356, 296, 1213, 1682, 1732, 593, 1265, 1197]"
5252,Male,Young (21-40 years),"[912, 318, 296, 1221, 527, 1213, 593, 1193, 111]"
3451,Female,Young (21-40 years),"[1307, 1265, 1197, 1784, 500, 676, 1569, 2395, 2502, 2352]"
1510,Female,Young (21-40 years),"[1270, 1036, 356, 480, 296, 1197, 593, 2959]"
4662,Female,Teenager (0-20 years),"[39, 2762, 3147, 3114, 356, 1393, 539, 1265, 2302, 2321]"
3168,Female,Young (21-40 years),"[318, 296, 356, 593, 1704, 1682, 2858, 50, 2959]"
229,Male,Teenager (0-20 years),"[356, 318, 296, 1704, 1682, 3147, 2858, 2959]"
531,Female,Teenager (0-20 years),[]
2378,Male,Young (21-40 years),[]
1372,Male,Teenager (0-20 years),"[1407, 1517, 1240, 2762, 1580, 2710, 2273, 480, 3785]"
4869,Female,Adult (41-60 years),[]
85,Male,Teenager (0-20 years),"[356, 296, 1682, 1704, 318, 1732, 2959, 1968, 1246]"
3927,Female,Young (21-40 years),"[539, 1393, 2424, 318, 1704, 1682, 3147, 1197, 17]"
1023,Male,Adult (41-60 years),"[912, 318, 356, 858, 1704, 1682, 1247, 1197, 593]"
4819,Male,Young (21-40 years),[]
677,Male,Adult (41-60 years),"[318, 296, 356, 1221, 1213, 1732, 1682, 608, 2858, 1230]"
5904,Female,Adult (41-60 years),"[1270, 318, 1036, 296, 1198, 593, 2716, 1213, 480]"
5820,Male,Adult (41-60 years),"[858, 912, 296, 318, 2959, 1213, 593, 50, 2858, 2762]"
1449,Male,Young (21-40 years),[]
1658,Female,Young (21-40 years),[]
1696,Male,Young (21-40 years),[]
1670,Female,Adult (41-60 years),"[912, 1230, 1247, 1197, 1704, 1265, 17, 3598]"
5206,Male,Young (21-40 years),"[356, 364, 296, 527, 318, 3114, 1682, 1221, 1197, 3147]"
4328,Male,Adult (41-60 years),[]
1617,Male,Young (21-40 years),[]
1098,Male,Young (21-40 years),"[1221, 1193, 3504, 1387, 1953, 1252, 3735, 260, 1230, 3730]"
3516,Male,Teenager (0-20 years),"[1270, 480, 1200, 541, 1374, 1197, 2716]"
3104,Male,Teenager (0-20 years),"[318, 2959, 296, 593, 858, 904, 50, 1487, 2762]"
4636,Male,Teenager (0-20 years),"[2706, 151, 2587, 3146, 3618, 3760, 2997, 3175, 3033, 1732]"
4571,Male,Young (21-40 years),"[1265, 1307, 296, 356, 1682, 2858, 318, 1704, 1732]"
38,Female,Teenager (0-20 years),[]
1499,Male,Teenager (0-20 years),"[1270, 1036, 2716, 1240, 480, 2000, 1197, 1580, 457, 1608]"
3647,Male,Young (21-40 years),"[318, 296, 356, 2959, 1213, 593, 1732, 1682]"
1455,Female,Adult (41-60 years),"[1721, 356, 318, 539, 17, 2671, 1183, 357, 515, 1784]"
2457,Male,Young (21-40 years),[]
692,Female,Young (21-40 years),[]
2196,Male,Young (21-40 years),"[296, 1704, 2959, 356, 318, 1617, 593, 1682, 50]"
3492,Male,Young (21-40 years),"[912, 296, 356, 318, 1704, 1682, 1732, 1247]"
707,Male,Young (21-40 years),"[318, 2959, 593]"
1221,Male,Teenager (0-20 years),[]
5963,Male,Young (21-40 years),"[1270, 1197, 1704, 356, 318, 1682, 1265, 1732, 296]"
2451,Male,Adult (41-60 years),"[356, 318, 296, 1265, 1682, 1732, 608, 1197]"
1407,Female,Young (21-40 years),"[318, 356, 1682, 3147]"
4767,Female,Young (21-40 years),"[318, 356, 364, 1682, 1, 1197, 595, 1035, 3147, 588]"
5207,Male,Young (21-40 years),"[356, 318, 296, 1197, 1307, 593, 1270, 1213, 1240, 364]"
