userId,gender,age_group,recommendations
5530,Female,Teenager (0-20 years),[]
711,Male,Young (21-40 years),"[1230, 318, 296, 1682, 1704, 356, 1732, 1265, 1197]"
4924,Female,Young (21-40 years),"[920, 928, 903, 1207, 1230, 1225, 1197, 1704, 2396]"
2154,Male,Young (21-40 years),"[912, 1230, 595, 1136, 920, 910, 2081]"
1273,Male,Young (21-40 years),[]
2317,Female,Adult (41-60 years),"[1230, 1307, 1197, 1265, 1682, 1732, 318]"
2095,Male,Adult (41-60 years),"[356, 318, 296, 1704, 1682, 1732, 2329, 1265, 3147]"
3128,Male,Teenager (0-20 years),[]
743,Female,Teenager (0-20 years),"[1230, 1307, 1393, 899, 955, 3096, 1197, 1394, 3911, 39]"
297,Male,Teenager (0-20 years),"[356, 318, 1270, 1732, 1682, 1704, 1246, 1265, 3147]"
3695,Male,Young (21-40 years),[]
1143,Male,Adult (41-60 years),"[296, 318, 1213, 1732, 1036, 1230, 1221, 1198, 1193, 1270]"
409,Male,Teenager (0-20 years),[]
5286,Male,Adult (41-60 years),"[1230, 1265, 1307, 3552, 2502, 2395, 2243, 1197]"
3950,Male,Young (21-40 years),"[1265, 2572, 1732, 39, 2302, 1777, 1500, 1441, 3477, 2108]"
1621,Male,Young (21-40 years),"[318, 2959, 296, 2858, 593, 2028, 1682]"
2054,Male,Young (21-40 years),[]
5594,Female,Adult (41-60 years),"[920, 912, 1204, 1207, 1230, 1225, 527, 17, 2858]"
5759,Female,Young (21-40 years),[]
866,Male,Teenager (0-20 years),"[1, 364, 2716, 1197, 1270, 1265, 595]"
806,Male,Young (21-40 years),"[3307, 1281, 1136, 1288, 1230, 910, 1265, 2791, 1197, 1307]"
656,Female,Adult (41-60 years),"[920, 318, 1230, 1221, 912, 829, 1207, 1225]"
4818,Female,Young (21-40 years),"[1, 1197, 480, 1270, 1198, 1097, 364, 589]"
2516,Female,Adult (41-60 years),"[1307, 539, 595, 1265, 1197, 3114, 2671, 364, 597]"
5671,Male,Young (21-40 years),"[912, 1230, 318, 1265, 356, 1197, 1682, 1307]"
24,Female,Young (21-40 years),"[39, 318, 356, 1682, 1784]"
1422,Male,Young (21-40 years),[]
5655,Female,Young (21-40 years),"[1721, 318, 356, 1393, 539, 2671, 17, 597]"
5256,Male,Young (21-40 years),[]
2437,Male,Young (21-40 years),"[356, 296, 318, 2959, 593, 1682, 110, 2329, 3147]"
4161,Male,Adult (41-60 years),[]
1631,Female,Adult (41-60 years),[]
2518,Male,Young (21-40 years),"[912, 1230, 1307, 318, 910, 1247, 905, 1197, 858, 899]"
3586,Male,Young (21-40 years),"[912, 318, 1230, 858, 296, 1197, 3598, 1682, 1704]"
2858,Female,Teenager (0-20 years),"[1307, 539, 2671, 2572, 357]"
