userId,gender,age_group,recommendations
5530,Female,Teenager (0-20 years),[]
711,Male,Young (21-40 years),"[1230, 318, 1682, 356, 1732, 1704, 1265, 1197]"
4924,Female,Young (21-40 years),"[920, 928, 903, 1207, 1230, 1225, 1197, 1704, 2396]"
2154,Male,Young (21-40 years),"[912, 910, 595, 953, 1197, 364, 1230, 1035, 3114, 1281]"
1273,Male,Young (21-40 years),[]
2317,Female,Adult (41-60 years),"[1230, 1307, 1197, 1265, 1682, 1732, 2396]"
2095,Male,Adult (41-60 years),"[356, 318, 296, 1704, 1682, 1732, 2329, 1265, 3147]"
3128,Male,Teenager (0-20 years),[]
743,Female,Teenager (0-20 years),"[1230, 1307, 1393, 955, 899, 1197, 1394, 3911, 39, 3481]"
297,Male,Teenager (0-20 years),"[356, 318, 1270, 1732, 1682, 1704, 1246, 1265, 3147]"
3695,Male,Young (21-40 years),[]
1143,Male,Adult (41-60 years),"[296, 318, 1230, 1036, 1213, 1732, 1198, 1221, 1270, 593]"
409,Male,Teenager (0-20 years),[]
5286,Male,Adult (41-60 years),"[1230, 1265, 1307, 1197, 1394, 39, 2918, 2791, 3552, 1732]"
3950,Male,Young (21-40 years),"[1265, 2572, 1732, 39, 2302, 1777, 1500, 1441, 3477, 2108]"
1621,Male,Young (21-40 years),"[318, 296, 2959, 593, 50, 2858, 2762, 110, 1487]"
2054,Male,Young (21-40 years),[]
5594,Female,Adult (41-60 years),"[920, 912, 318, 1183, 17, 515]"
5759,Female,Young (21-40 years),[]
866,Male,Teenager (0-20 years),"[1, 364, 2716, 1197, 1265, 595, 1270, 1517]"
806,Male,Young (21-40 years),"[3307, 1281, 1136, 1230, 1288, 1307, 1265, 1682, 2502, 1197]"
656,Female,Adult (41-60 years),"[920, 318, 1230, 1221, 912, 1197, 356]"
4818,Female,Young (21-40 years),"[364, 1198, 1270, 480, 1097, 1240, 2081, 318]"
2516,Female,Adult (41-60 years),"[1307, 539, 595, 1265, 1197, 3114, 2671, 364, 597, 356]"
5671,Male,Young (21-40 years),"[356, 318, 1265, 1682, 1197, 1246, 1230, 953]"
