userId,recommended_item_ids_in_db,gt,number_of_hits,original_recommendations
326,"[1968, 1230, 2918, 1704, 1265, 1682, 1246, 1197, 318, 1270]","[1219, 1387, 933, 750, 1958, 3361, 2634, 3897, 3479, 2529, 2398, 1271, 3099, 2501, 2745, 2140, 589, 468, 648, 2291, 2359, 3060, 3201, 3107, 1270, 2967, 952, 3671, 3394, 1197, 597, 2139, 1394, 1968, 2929, 1617, 1302, 1124, 2065, 2987, 3675, 1291, 1948, 1376, 3363, 2302, 2944, 21, 592, 281, 2420, 1935, 1961, 2300, 3684, 377, 3061, 1206, 3545, 953, 2762, 903, 1500]",3,"['The Breakfast Club (1985)', 'Annie Hall (1977)', ""Ferris Bueller's Day Off (1986)"", 'Good Will Hunting (1997)', 'Groundhog Day (1993)', 'The Truman Show (1998)', 'Dead Poets Society (1989)', 'The Princess Bride (1987)', 'The Shawshank Redemption (1994)', 'Back to the Future (1985)', 'The Graduate (1967)', 'Pulp Fiction (1994)', 'The Big Lebowski (1998)', 'Eternal Sunshine of the Spotless Mind (2004)', 'The Godfather (1972)', 'The Silence of the Lambs (1991)', 'The Shawshank Redemption (1994)', 'The Green Mile (1999)', 'The Usual Suspects (1995)', 'Fight Club (1999)']"
5863,"[1307, 1682, 1265, 1197, 318, 457, 1732, 593, 608, 3147]","[1617, 2762]",0,"['When Harry Met Sally... (1989)', 'The Truman Show (1998)', 'Groundhog Day (1993)', 'The Princess Bride (1987)', 'The Shawshank Redemption (1994)', 'The Fugitive (1993)', 'The Big Lebowski (1998)', 'The Silence of the Lambs (1991)', 'Fargo (1996)', 'The Green Mile (1999)', 'The Sixth Sense (1999)', 'Good Will Hunting (1997)', 'Eternal Sunshine of the Spotless Mind (2004)', 'American Beauty (1999)', 'The Breakfast Club (1985)', 'The Notebook (2004)', 'The Godfather (1972)', 'Pulp Fiction (1994)', 'The Shawshank Redemption (1994)', 'The Usual Suspects (1995)']"
1799,"[296, 356, 318, 1213, 2959, 1682, 50, 110, 3147, 2762]","[1249, 3246, 480, 1266, 337, 523, 535, 3951, 1639, 1095, 2268, 150, 2303, 2291, 2289, 2391]",0,"['Pulp Fiction (1994)', 'Forrest Gump (1994)', 'The Shawshank Redemption (1994)', 'Goodfellas (1990)', 'Fight Club (1999)', 'The Truman Show (1998)', 'The Usual Suspects (1995)', 'Braveheart (1995)', 'The Green Mile (1999)', 'The Sixth Sense (1999)', ""Schindler's List (1993)"", 'The Silence of the Lambs (1991)', 'American History X (1998)', 'The Shawshank Redemption (1994)', 'The Matrix (1999)', 'Se7en (1995)', 'The Fugitive (1993)', 'The Lion King (1994)', 'The Big Lebowski (1998)', 'The Godfather (1972)']"
224,"[356, 1682, 1265, 1197, 1732, 1968, 3598, 3897, 1784, 318]","[1265, 3466, 2282, 3052, 3072, 1678, 144, 2321, 3553, 1, 1079, 1653, 3793, 648, 1648, 3594, 2174, 2125, 955, 3555, 3536, 1207, 1197, 1748, 1968, 1083, 2628, 1095, 800, 1441]",3,"['Forrest Gump (1994)', 'The Truman Show (1998)', 'Groundhog Day (1993)', 'The Princess Bride (1987)', 'Little Miss Sunshine (2006)', 'The Big Lebowski (1998)', 'Eternal Sunshine of the Spotless Mind (2004)', 'Lost in Translation (2003)', 'The Breakfast Club (1985)', 'Amélie (2001)', 'Juno (2007)', 'Silver Linings Playbook (2012)', 'Garden State (2004)', 'Almost Famous (2000)', 'The Royal Tenenbaums (2001)', 'As Good as It Gets (1997)', 'The Shawshank Redemption (1994)', 'The Green Mile (1999)', 'Good Will Hunting (1997)', 'Dead Poets Society (1989)']"
159,"[1270, 1036, 1197, 589, 480, 2000, 1527, 380, 1580, 377]","[3255, 2710, 2683]",0,"['Back to the Future (1985)', 'Die Hard (1988)', 'The Princess Bride (1987)', 'Terminator 2: Judgment Day (1991)', 'Jurassic Park (1993)', 'The Matrix (1999)', 'Lethal Weapon (1987)', 'The Fifth Element (1997)', 'True Lies (1994)', 'The Mask (1994)', 'Men in Black (1997)', 'Speed (1994)', 'Clueless (1995)', 'The Fugitive (1993)', 'The Rock (1996)', 'Independence Day (1996)', 'The Terminator (1984)', 'Rush Hour (1998)', 'The Mummy (1999)', 'Braveheart (1995)', 'Enjoy watching!']"
1177,"[1036, 2000, 1197, 1198, 1240, 420, 2716, 1101, 1270, 2005]","[551, 858, 3457, 3429, 593, 3932, 480, 3753]",0,"['Die Hard (1988)', 'Lethal Weapon (1987)', 'The Princess Bride (1987)', 'Raiders of the Lost Ark (1981)', 'The Terminator (1984)', 'Beverly Hills Cop (1984)', 'Ghostbusters (1984)', 'Top Gun (1986)', 'Back to the Future (1985)', 'The Goonies (1985)', 'The Shining (1980)', 'The Untouchables (1987)', 'The Fugitive (1993)', 'Jurassic Park (1993)', 'Brave (1997)', 'The Lion King (1994)', 'The Matrix (1999)', 'Fight Club (1999)', 'The Sixth Sense (1999)', 'American Beauty (1999)']"
2156,"[1198, 1036, 318, 110, 589, 457, 1090, 296, 2028, 593]","[3525, 223, 296, 2700, 1088, 2315, 2170, 1371, 1356, 2787, 1126, 2094, 1580, 1197, 1573, 288, 3173, 1136, 2901, 1350, 1302, 1014, 1223, 2078, 24, 2471, 1884, 1253, 3771, 3476, 1387, 44, 2009, 1017, 1013, 367, 910, 610, 1487, 20, 2944, 260, 1200, 3930, 2081, 1584, 3253, 161]",1,"['Raiders of the Lost Ark (1981)', 'Die Hard (1988)', 'The Shawshank Redemption (1994)', 'Braveheart (1995)', 'Terminator 2: Judgment Day (1991)', 'The Fugitive (1993)', 'Platoon (1986)', 'The Dark Knight (2008)', 'Pulp Fiction (1994)', 'The Matrix (1999)', 'Saving Private Ryan (1998)', 'The Silence of the Lambs (1991)', 'Gladiator (2000)', 'The Godfather (1972)', 'A Few Good Men (1992)', 'The Deer Hunter (1978)', 'Heat (1995)', 'The Usual Suspects (1995)', 'Full Metal Jacket (1987)', 'The Bourne Identity (2002)']"
886,"[527, 858, 318, 296, 2959, 593, 3147, 2858, 3912, 1682]","[3751, 3328, 3182, 3865, 3783]",0,"[""Schindler's List (1993)"", 'The Godfather (1972)', 'The Shawshank Redemption (1994)', 'Pulp Fiction (1994)', 'Fight Club (1999)', 'The Silence of the Lambs (1991)', 'The Departed (2006)', 'The Green Mile (1999)', 'American Beauty (1999)', 'The Prestige (2006)', 'A Beautiful Mind (2001)', 'The Truman Show (1998)', 'The Usual Suspects (1995)', 'Braveheart (1995)', 'The Sixth Sense (1999)', 'The Social Network (2010)', 'The Pianist (2002)', 'Million Dollar Baby (2004)', 'The Curious Case of Benjamin Button (2008)', 'Eternal Sunshine of the Spotless Mind (2004)']"
3943,"[920, 1947, 1035, 912, 899, 858, 318, 919, 902, 1247]","[62, 2384, 1265, 1393, 1, 52, 1210, 1569]",0,"['Gone with the Wind (1939)', 'West Side Story (1961)', 'The Sound of Music (1965)', 'Casablanca (1942)', ""Singin' in the Rain (1952)"", 'The Godfather (1972)', 'The Shawshank Redemption (1994)', 'The Wizard of Oz (1939)', ""Breakfast at Tiffany's (1961)"", 'The Graduate (1967)', 'Annie Hall (1977)', 'A Streetcar Named Desire (1951)', 'The Color Purple (1985)', 'Sense and Sensibility (1995)', 'The English Patient (1996)', 'The Pianist (2002)', 'Amadeus (1984)', 'The Bridges of Madison County (1995)', 'Out of Africa (1985)', 'The Notebook (2004)']"
1672,"[1198, 589, 480, 1370, 1210, 541, 1527, 1270, 1200, 318]","[21, 3114, 110, 518, 2433, 2794, 589]",1,"['Raiders of the Lost Ark (1981)', 'The Terminator 2: Judgment Day (1991)', 'Jurassic Park (1993)', 'The Matrix Reloaded (2003)', 'Die Hard 2 (1990)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Blade Runner (1982)', 'The Fifth Element (1997)', 'The Dark Knight (2008)', 'Back to the Future (1985)', 'The Lord of the Rings: The Fellowship of the Ring (2001)', 'The Bourne Identity (2002)', 'Aliens (1986)', 'The Shawshank Redemption (1994)', 'The Princess Bride (1987)', 'The Empire Strikes Back (1980)', 'The Incredibles (2004)', 'The Hunt for Red October (1990)', 'The Fugitive (1993)', 'The Truman Show (1998)']"
