userId,gender,age_group,recommendations
5530,Female,Teenager (0-20 years),[]
711,Male,Young (21-40 years),"[1230, 318, 296, 1682, 1704, 356, 1732, 1265, 1197]"
4924,Female,Young (21-40 years),"[920, 928, 926, 903, 1230, 515, 17, 1183, 2396]"
2154,Male,Young (21-40 years),"[912, 1230, 953, 1197, 595, 910, 1097, 919]"
1273,Male,Young (21-40 years),[]
2317,Female,Adult (41-60 years),"[1230, 1307, 1197, 1265, 1682, 1732, 2396]"
2095,Male,Adult (41-60 years),"[356, 318, 296, 1704, 1682, 1732, 2329, 1265, 3147]"
3128,Male,Teenager (0-20 years),[]
743,Female,Teenager (0-20 years),"[1230, 1307, 1393, 955, 899, 1197, 1394, 3911, 39, 3481]"
297,Male,Teenager (0-20 years),"[356, 318, 1270, 1732, 1682, 1704, 1246, 1265, 3147]"
3695,Male,Young (21-40 years),[]
1143,Male,Adult (41-60 years),"[296, 318, 1230, 1036, 1213, 1732, 1198, 1221, 1270, 593]"
409,Male,Teenager (0-20 years),[]
5286,Male,Adult (41-60 years),"[1230, 1265, 1307, 3552, 2502, 2395, 2243, 1197]"
3950,Male,Young (21-40 years),"[1265, 2572, 1732, 39, 2302, 1777, 1500, 1441, 3477, 2108]"
1621,Male,Young (21-40 years),"[318, 296, 2959, 2858, 593, 110, 2028]"
2054,Male,Young (21-40 years),[]
5594,Female,Adult (41-60 years),"[920, 912, 1204, 1207, 1230, 1225, 527, 17, 2858]"
5759,Female,Young (21-40 years),[]
866,Male,Teenager (0-20 years),"[1, 364, 2716, 1270, 1197, 500, 1265, 1517]"
806,Male,Young (21-40 years),"[3307, 1281, 1136, 1230, 1288, 1307, 1265, 1682, 1197]"
656,Female,Adult (41-60 years),"[920, 318, 1230, 1221, 953, 1197, 912, 356]"
4818,Female,Young (21-40 years),"[1, 1198, 1527, 1270, 480, 595, 1097]"
2516,Female,Adult (41-60 years),"[1307, 539, 595, 1265, 1197, 3114, 2671, 364, 597]"
5671,Male,Young (21-40 years),"[356, 318, 1265, 1682, 1197, 3147, 1732, 1213]"
