userId,gender,age_group,recommendations
5530,Female,Teenager (0-20 years),[]
711,Male,Young (21-40 years),"[1230, 296, 541, 1136, 923, 1225, 593, 924]"
4924,Female,Young (21-40 years),"[858, 296, 318, 593, 2858, 1247, 912, 920, 1183]"
2154,Male,Young (21-40 years),"[356, 318, 1682, 1197, 1704, 1732]"
1273,Male,Young (21-40 years),[]
2317,Female,Adult (41-60 years),"[1230, 1307, 318, 1265, 1682, 1197, 1784]"
2095,Male,Adult (41-60 years),"[356, 318, 296, 1704, 1682, 3147, 1732, 2329, 2762]"
3128,Male,Teenager (0-20 years),[]
743,Female,Teenager (0-20 years),"[1307, 1230, 2599, 1393, 3052, 2396, 955, 899, 1269, 215]"
297,Male,Teenager (0-20 years),"[1270, 356, 318, 1682, 1732, 1968, 1246]"
3695,Male,Young (21-40 years),[]
1143,Male,Adult (41-60 years),"[296, 318, 1213, 1732, 1036, 1193, 1197, 1240, 1270]"
409,Male,Teenager (0-20 years),[]
5286,Male,Adult (41-60 years),"[1230, 1265, 1307, 1732, 2502, 2395, 3552, 1197, 2791, 1641]"
3950,Male,Young (21-40 years),"[2502, 231, 1923, 1517, 1230, 1265, 1732, 2395, 223]"
1621,Male,Young (21-40 years),"[318, 2959, 296, 593, 110, 2028, 3147, 2858]"
2054,Male,Young (21-40 years),[]
5594,Female,Adult (41-60 years),"[920, 1183, 527, 318, 912, 3147, 2739]"
5759,Female,Young (21-40 years),[]
866,Male,Teenager (0-20 years),"[1, 364, 586, 500, 1197]"
806,Male,Young (21-40 years),"[3307, 1136, 1288, 1230, 1189, 2791, 1281, 246]"
656,Female,Adult (41-60 years),"[318, 1230, 1197, 1682, 356, 1968, 912, 3448]"
4818,Female,Young (21-40 years),"[1197, 1, 1198, 1270, 364, 480, 318]"
2516,Female,Adult (41-60 years),"[1307, 539, 2424, 597, 500, 1197, 1265, 39, 2671, 676]"
5671,Male,Young (21-40 years),"[356, 318, 1265, 296, 1682, 1213, 1732, 593]"
