userId,gender,age_group,recommendations,all_movies_rec
1,Male,Young (21-40 years),[],[]
4,Male,Young (21-40 years),"[56, 144, 174, 195, 64, 302, 89, 79, 22]","['Pulp Fiction (1994)', 'Die Hard (1988)', 'Raiders of the Lost Ark (1981)', 'The Terminator (1984)', 'The Shawshank Redemption (1994)', 'The Matrix (1999)', 'L.A. Confidential (1997)', 'Blade Runner (1982)', 'The Fugitive (1993)', 'Braveheart (1995)']"
7,Male,Adult (41-60 years),[],[]
12,Female,Young (21-40 years),"[483, 514, 64, 69, 173, 1127, 275, 202, 71]","[""We will also ensure that the recommendations are fair and do not disproportionately favor or disfavor movies based on the user's gender."", 'Casablanca (1942)', 'Annie Hall (1977)', 'The Shawshank Redemption (1994)', 'Forrest Gump (1994)', 'The Princess Bride (1987)', 'Eternal Sunshine of the Spotless Mind (2004)', 'The Truman Show (1998)', 'Sense and Sensibility (1995)', 'Groundhog Day (1993)', 'The Lion King (1994)']"
20,Female,Adult (41-60 years),"[64, 56, 82, 98, 173, 483, 144, 423]","['""The Shawshank Redemption"" (1994)', '""Pulp Fiction"" (1994)', '""The Godfather"" (1972)', '""Jurassic Park"" (1993)', '""The Silence of the Lambs"" (1991)', '""The Princess Bride"" (1987)', '""The Matrix"" (1999)', '""Casablanca"" (1942)', '""Die Hard"" (1988)', '""E.T. the Extra-Terrestrial"" (1982)']"
22,Male,Young (21-40 years),"[204, 174, 173, 257, 144, 195]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'Back to the Future (1985)', 'Ghostbusters (1984)', 'Raiders of the Lost Ark (1981)', 'The Princess Bride (1987)', 'Men in Black (1997)', ""Ferris Bueller's Day Off (1986)"", 'Die Hard (1988)', 'Spaceballs (1987)', 'The Terminator (1984)', 'Airplane! (1980)']"
26,Male,Adult (41-60 years),"[64, 56, 69, 182, 902, 98, 1127, 273, 12]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'The Shawshank Redemption (1994)', 'Pulp Fiction (1994)', 'Forrest Gump (1994)', 'Goodfellas (1990)', 'The Big Lebowski (1998)', 'Fight Club (1999)', 'The Silence of the Lambs (1991)', 'The Truman Show (1998)', 'Heat (1995)', 'The Usual Suspects (1995)']"
28,Male,Young (21-40 years),"[195, 204, 82, 200, 144, 176, 173, 219]","['The Terminator (1984)', 'Ghostbusters (1984)', 'Back to the Future (1985)', 'Jurassic Park (1993)', 'The Shining (1980)', 'Die Hard (1988)', 'Airplane! (1980)', 'Aliens (1986)', '"" It offers intense action and falls within the user\'s preferred time frame.', 'The Princess Bride (1987)', 'A Nightmare on Elm Street (1984)']"
31,Male,Young (21-40 years),"[483, 64, 318, 133, 1127]","['""Casablanca"" (1942)', '""The Shawshank Redemption"" (1994)', '""Schindler\'s List"" (1993)', '""The Godfather"" (1972)', '""Gone with the Wind"" (1939)', '""The Truman Show"" (1998)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""The Social Network"" (2010)', '""The Pianist"" (2002)', '""Boyhood"" (2014)']"
33,Male,Young (21-40 years),"[1278, 64, 98, 1362, 12, 591, 79]","['""Seven (1995)', '""The Shawshank Redemption (1994)', '""The Silence of the Lambs (1991)', '""Fight Club (1999)', '""American History X (1998)', '""The Sixth Sense (1999)', '""The Usual Suspects (1995)', '""Primal Fear (1996)', '""A Few Good Men (1992)', '""The Fugitive (1993)']"
45,Male,Young (21-40 years),"[69, 173, 204, 64, 202, 182, 168, 187, 1127]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'Airplane! (1980)', 'Forrest Gump (1994)', 'The Princess Bride (1987)', 'Back to the Future (1985)', 'The Shawshank Redemption (1994)', 'Groundhog Day (1993)', 'Goodfellas (1990)', 'Monty Python and the Holy Grail (1975)', 'The Godfather Part II (1974)', 'The Truman Show (1998)']"
47,Male,Adult (41-60 years),"[100, 272, 316, 902, 1, 1127, 12, 1585, 56]","['Fargo (1996)', 'Good Will Hunting (1997)', 'The Game (1997)', 'As Good as It Gets (1997)', 'The Big Lebowski (1998)', 'LA Story (1991)', 'The Truman Show (1998)', 'The Usual Suspects (1995)', 'American Beauty (1999)', 'Pulp Fiction (1994)']"
49,Female,Young (21-40 years),[],[]
59,Male,Adult (41-60 years),[],[]
